NAME,STATE,Households,Avg household size,High school or more attained,Bachelors or higher,Veterans,Same house 1 year and over,Foreign born persons,Language other than english spoken at home,Mean travel time to work,Median household income,Per capita income,Percentage of individuals below the poverty level,Number of housing units,Number of two-unit structures,Number of three or four unit structures,Number of 5-9 unit structures,Number of 10-19 unit structures,Number of 20+ unit structures,Number of owner-occupied units,Median value of owner-occupied units,Total Population,Female persons,Persons under 5 years,Persons under 18 years,Persons over 65,White only,Black or African american only,Alaskan native or American Indian only,Asian only,Native Hawaiian or Pacific Islander,Two or more races,Hispanic or Latino,White alone not hispanic or latino,ESTAB,EMP,NESTAB,All Firms,Black Owned Firms,American Indian and Alaskan Native Owned Firms,Asian Owned Firms,Native Hawaiian or Pacific Islander Owned Firms,Hispanic Owned Firms,Women Owned Firms,Retail Sales,Accommodation and Food Sales,Population Density,Outcome
Delta County,Colorado,12027,2.42,88,19.6,13.3,85.4,4.3,9.7,24.2,42011,24261,16.8,14500,1.7,1.5,1.4,0.7,1.6,70.6,196200,30221,49.9,5.1,20.9,23.3,94.4,0.7,1.1,0.9,0,1.2,30221,81.7,820,6514,2964,755,0,0,0,0,0,0,326946,35712,26.6547149,R
Denver County,Colorado,281072,2.31,86.4,45.7,5.9,78.5,15.9,27.1,25.1,56258,36616,16.4,299338,2.5,3.4,4.8,8.6,26.5,49.4,292700,663303,50,6.7,20.7,10.9,77,9.8,0.9,3.5,0.1,3.4,663303,53.4,24986,439602,68929,21208,302,0,1047,0,1052,4419,9218519,4477018,4519.928789,D
Dolores County,Colorado,720,2.48,90.9,20.3,13.4,85.4,1.3,2.5,18.8,32240,21112,19.3,1379,1.1,0,0.8,0,0,76.1,115900,1789,47.1,4.6,20.2,27,97.1,0,0.4,0,0.2,2.2,1789,92.3,48,250,151,0,0,0,0,0,0,0,10397,5188,1.926590175,R
Douglas County,Colorado,114017,2.75,97.9,57.5,8.5,84.1,7.1,9.2,27.5,105759,47062,3.8,118178,0.3,1.8,4,4,6.1,79.6,376300,314238,50.3,6.4,28.3,9.9,90.2,1.1,0.2,4.1,0.1,3,314238,83.8,8997,110124,31744,8499,35,29,420,0,0,1942,5755529,742921,391.105825,R
Eagle County,Colorado,17613,3,88.8,45,4.8,87.2,18.2,28.5,20.3,78763,38604,8.1,31555,2.1,3.8,7.6,9.3,17.3,68.2,438500,52894,46.9,6.2,23,8.2,88.5,0.8,0.6,0.8,0.1,1.9,52894,67.2,3415,32362,7236,3199,0,0,0,0,0,779,1072597,680587,32.05016553,D
El Paso County,Colorado,249279,2.6,93.9,36.6,18.1,77.5,7.1,11.9,22.4,60219,30261,11.3,265480,1.3,4.3,4,4.7,8.1,62.7,227000,665171,49.7,7,25.1,11.5,80.2,6.1,0.6,2.7,0.4,5.6,665171,70.4,17097,235480,50220,13832,0,0,653,21,485,2962,9701001,1909344,323.6179842,R
Elbert County,Colorado,8568,2.82,96.4,32.8,13,88.1,4.4,4.6,40.2,87288,39360,5.1,9135,0.2,0.4,0.2,0.3,0,88.8,353700,24225,49.5,4,22.7,13.7,94.7,0.7,0.4,0.8,0,2.5,24225,89.7,595,2515,2796,616,0,0,0,0,0,0,140355,11036,13.632173,R
Fremont County,Colorado,16327,2.22,88.7,16.4,14.3,83.1,2.8,8.8,23.2,42308,19427,16.6,19280,1.9,3.4,1.5,0.8,2.5,72.6,159000,46835,41.6,3.8,16.2,20,89.7,5,1.1,0.8,0.1,1.7,46835,79.5,849,7768,2796,855,0,0,0,0,23,0,487353,60378,30.94811181,R
Garfield County,Colorado,20771,2.72,86.9,29.1,6.9,82.7,15,25.2,31.6,61300,29179,11.1,23386,3,6,5.8,3.1,3.4,65.9,299700,57495,48.9,7.2,26,10.6,86.7,0.8,1,0.7,0,2.2,57495,68.8,2406,20023,6223,2075,0,0,35,0,0,378,1169491,217970,19.97838882,R
Gilpin County,Colorado,2508,2.23,98,34.4,12.8,82.9,4.4,5.3,34.7,67544,37027,7.1,3457,1.9,0.7,1.2,0.9,5,77.6,255000,5708,47.1,5,19.7,11.7,91,0.3,1.1,0.2,0,4.8,5708,86.1,120,4665,597,153,0,0,0,0,0,29,7626,433179,39.56741999,D
Grand County,Colorado,5788,2.45,95.7,37.2,10.5,83.8,7.8,8.5,22.2,67623,32348,10.6,16269,1.5,2.3,6,9.1,7,69.9,297500,14490,46.5,4,18.2,14.5,92.3,0.8,0,1.7,0.3,0.4,14490,87.4,832,8242,1973,743,0,0,0,0,0,0,210363,130151,8.128068269,R
Gunnison County,Colorado,6577,2.28,95.3,52.6,5.9,80.6,3.2,8.3,14.1,50746,25920,15.4,11580,6.7,3.8,6.8,6.3,4.7,58.6,311700,15889,45.8,4.9,17.9,10.7,95.7,0.6,0.7,0.7,0.1,1.7,15889,87.9,1103,6668,2420,996,0,0,0,0,0,0,243474,130556,5.065539473,D
Hinsdale County,Colorado,401,2.12,94.9,40.9,12.9,94.9,1.2,5.4,11.9,51250,29958,11.2,1468,2.7,2.9,2.5,0,0,73.1,275400,856,52.5,4.4,17.4,30.4,95.9,0,2,0,0,2.1,856,93.5,66,125,133,0,0,0,0,0,0,0,4976,3378,0.705315295,R
Huerfano County,Colorado,3132,2.02,91.3,26,14.7,86.4,2.2,10.9,21.8,33257,25062,17.1,5125,3.1,3.4,1.8,0.9,0.4,74.1,153400,6521,49.7,1.7,15.7,29.8,93.8,0.4,2,0.2,0,0.9,6521,64.7,156,1092,575,111,0,0,0,0,0,0,50096,10161,4.196644609,R
Jackson County,Colorado,616,2.1,87.8,19.1,14.2,86.8,5.3,9.7,21,45053,26798,13.8,1288,1,1.9,0,0,0,68.3,170300,1306,51.5,4.8,17.5,22.5,92,0.1,0.5,0,0,0.5,1306,81.9,68,254,176,52,0,0,0,0,0,0,16190,3697,0.840911177,R
Jefferson County,Colorado,225320,2.44,94.2,42.2,8.9,84.5,6.7,10.8,27.3,72017,38367,8.1,233838,1.1,3.1,5.2,6.9,8.4,70.3,299100,558810,50.3,5.3,20.9,14.6,90.8,1.2,0.9,2.7,0.1,2.7,558810,78.9,17046,187897,55672,15149,75,44,649,0,580,3374,8899442,1535176,748.2691818,D
Kiowa County,Colorado,581,2.47,92.9,20.2,6.7,96.8,0.7,1.8,15.9,38385,21602,10.7,816,2.8,0,2.5,0.5,1.6,74.2,82700,1465,52.3,7.6,27.7,19.8,95.6,0.5,0.2,0.1,0,3.5,1465,89,38,222,133,0,0,0,0,0,0,0,29778,0,0.776667698,R
Kit Carson County,Colorado,2975,2.45,83.5,13.8,8.8,85,8.6,14.8,12.6,44449,24327,14.2,3502,2.5,3.9,2,1.6,1.8,69.6,123400,8174,42.7,6.1,21.9,17.2,92.2,3.7,0.3,0.2,0.4,0.8,8174,75.6,270,2090,703,293,0,0,0,0,0,0,116324,16073,3.792538957,R
La Plata County,Colorado,21605,2.41,94.8,43,8.4,79.7,3.7,10.4,21.1,61910,32953,10.7,26582,2.2,2.2,3.7,3.1,5,67.7,340500,53994,49.5,5.2,19.5,14.1,88.7,0.4,5.8,0.6,0,2.3,53994,79.4,2374,21119,6416,2143,0,0,46,0,72,461,989140,256315,32.91726948,D
Lake County,Colorado,3121,2.32,92.8,30.9,9.2,79.8,10.2,23.2,25.7,46928,26693,11.5,4548,2.4,0.2,1.6,3.4,3.1,55.7,184200,7401,44.5,5.9,19.8,11.5,86.4,0.1,0.2,0.5,0.4,2.1,7401,62.8,210,1291,631,187,0,0,0,0,0,25,47987,13638,20.21123519,D
Larimer County,Colorado,127067,2.49,95.7,45.3,8.4,78.2,5.1,8.5,22.4,61942,32433,13.2,138763,2.2,4.2,5.1,4.9,5.9,64.3,282500,325228,50.2,5.4,20.4,13.8,91,0.9,0.5,2,0.1,3.3,325228,83.4,10577,125796,31698,9641,28,60,283,0,249,2098,5893759,1087395,130.9588429,D
Las Animas County,Colorado,6090,2.22,85.8,18.9,10.4,84.3,4.6,14,19.3,42808,23857,14.3,8303,3,2.8,2.6,1.4,0.8,68.8,145800,14322,48.4,4.6,18.3,21.7,84.3,0.9,3.4,0.8,0.2,4.1,14322,52.9,361,3122,966,417,0,0,0,0,63,60,193207,36656,2.954783728,R
Lincoln County,Colorado,1502,2.34,85.2,13.7,9.3,88,3.6,8.7,17.9,40438,14210,17,1973,0.2,1.4,3,1.2,1.9,69.8,126400,5515,37.3,5.6,19.8,17.3,87.2,8.5,1.5,0.2,0.4,1.8,5515,67,136,1358,371,103,0,0,0,0,0,0,126934,19482,2.189178383,R
Logan County,Colorado,8029,2.58,89.3,16.7,9,77.4,4.1,6.8,17.2,43340,23692,16.3,8965,2.4,6,2.3,1.4,4.4,63,137300,21862,45.2,5.4,19.7,16.3,92,2.2,1.9,1,0.1,2.2,21862,78.5,573,5280,1315,558,0,0,0,0,0,0,346757,33864,11.92158061,R
Mesa County,Colorado,59501,2.43,89.8,26.1,10.9,80.7,3.6,6.7,20.8,50070,26731,16.3,64219,2.3,4.8,3.6,1.8,3.4,68,201500,148166,50.5,6.1,22.4,16.8,93.7,0.7,0.8,0.6,0.2,2.6,148166,82,4362,51511,11817,3647,0,0,56,0,155,610,2463209,356502,45.08433807,R
Mineral County,Colorado,409,1.88,96.6,42.5,13,94,0,3.2,15.3,49125,35041,8.2,1291,0,0.2,0,0,0,86.6,277500,793,47.8,1,7.9,37.6,86.6,0.6,0.8,0,0,1.1,793,84.5,65,231,158,40,0,0,0,0,0,0,10803,10288,0.835844998,R
Moffat County,Colorado,4927,2.62,91.1,18.9,9.2,79.9,6.3,10.9,20.6,53664,26344,11.1,6162,0.6,3.7,2.1,2.2,5.3,71,170000,13034,48.1,5.9,25.8,12.8,94.7,0.8,0.5,0.8,0.6,1.2,13034,81.9,402,3214,1003,412,0,0,0,0,0,0,198010,19249,2.763720619,R
Montezuma County,Colorado,10305,2.5,90.2,27,9.7,81.3,2.6,12.7,22.3,41622,22738,18.7,12003,2.1,2.5,1.7,0.4,0.9,70.3,187700,26006,50.6,6,22.4,18.9,83,0.4,11.6,0.2,0,3.2,26006,73.2,753,6900,2322,810,0,0,0,0,0,148,363949,98005,13.30472656,R
Montrose County,Colorado,16587,2.43,88.8,23.8,11.5,83.9,7,15.6,18.8,43890,23276,18,18351,1.2,2.8,1.7,1.5,2.3,69.6,193300,40866,50.7,5.6,22.4,21.4,92.8,0.6,1,0.8,0.6,1.6,40866,76.4,1249,12339,3744,1197,0,0,0,0,0,220,650139,70538,18.50602254,R
Morgan County,Colorado,10493,2.66,81,16.1,6.8,83.8,12.2,26.8,16.8,49495,23408,10.7,11474,2.3,2.4,3.2,3.1,3.5,65.8,152800,28288,50.3,7.3,26.7,15.6,90.7,3.1,0.5,0.5,0,3.1,28288,59.9,664,9198,1890,635,0,0,0,0,0,70,303863,66142,22.08069117,R
Otero County,Colorado,7449,2.41,85.8,17.1,9.8,84,6.2,16.2,16.8,34477,19842,23.1,8895,3.4,2.8,3.8,0.7,2.5,64.4,92300,18440,50.8,6.1,23.7,19.2,90.5,0.5,1.6,1,0.8,1.9,18440,54.8,411,4216,1087,329,0,0,0,0,0,30,180639,28883,14.49727543,R
Ouray County,Colorado,2166,2.15,97.8,54.5,10.1,86.8,3,9.6,24.8,62800,34993,9.2,3179,2.8,4.6,3.2,1.7,0,71,399400,4651,52.4,2.8,13.6,26.6,97.9,0,0.3,0.6,0,1,4651,91.6,273,1098,954,257,0,0,0,0,0,0,37939,35521,8.967989017,D
Park County,Colorado,7398,2.21,96.3,30.5,13.5,85.2,4.2,4.3,41.5,61675,34442,6.3,14165,0.3,0.2,0.8,0,0,83,251700,16440,47.4,3.7,16.7,16.5,95.3,0.1,0.7,1.1,0.8,1.5,16440,90,451,1430,1883,409,0,0,0,0,0,0,63704,24465,7.824428543,R
Phillips County,Colorado,1731,2.47,89.1,20.4,10,84.3,9.5,18.1,15.1,46955,26290,11.9,1949,0.4,3.8,1,1.5,0.8,66.7,138500,4347,48.1,6.5,23.6,19.3,95.3,0.2,0.9,0.7,0,2.1,4347,79.3,138,1129,398,145,0,0,0,0,0,0,50692,3331,6.233211473,R
Pitkin County,Colorado,7601,2.29,95.4,60.4,6,83.6,13,15.9,17.6,69789,59229,8.6,13069,1.5,6.3,11.8,12.6,13.1,62.8,552900,17543,47.5,4.4,16.2,15.6,92.3,1.4,0.2,1.2,0,1.3,17543,86.1,1605,17926,3687,1567,0,0,63,0,0,394,404927,502031,18.28780749,D
Prowers County,Colorado,4897,2.4,82.6,15.4,8.1,83.6,8.6,19.8,13.9,41037,20589,20.6,5883,1.6,6.5,2.5,2.4,1.5,65,88100,12121,49.8,6.8,25.7,16,95.2,0.6,0.7,0.8,0,1.4,12121,60.7,349,3113,855,249,0,0,0,0,0,0,167278,19270,7.276635998,R
Pueblo County,Colorado,62899,2.51,88.2,21.2,11.6,82.3,3.8,14.6,21.4,42000,22431,20.2,70086,1.6,3.7,2.2,1.9,5.8,63.6,142700,162158,50.8,6,23.4,16.9,78.1,2.2,3.2,0.8,0.1,4.3,162158,52.7,3086,49911,8357,2427,0,0,69,0,174,439,2144368,289686,69.20283219,D
Rio Blanco County,Colorado,2450,2.59,91.8,21.8,9.4,81.1,3.5,7.6,17.2,56771,27419,12.4,3345,3.1,3.6,5.7,3,3.5,67.3,208400,6658,48.9,6.1,24.4,13.6,96.6,0.3,0.5,0.1,0.1,1.9,6658,87.8,210,1713,540,227,0,0,0,0,0,0,54635,8985,2.031996216,R
Rio Grande County,Colorado,4582,2.49,83.4,22.6,9,84.4,6.7,26.7,17.5,40177,22918,19.2,6618,3.9,0.9,1.7,1.1,3.4,66.7,136400,11623,50.7,6.2,24,18.3,91.2,0.8,2,0.4,0.2,1.3,11623,52.8,334,2483,1053,246,0,0,0,0,0,30,111861,18831,12.58722477,R
Routt County,Colorado,9437,2.5,96.5,49.4,6.8,83.6,6.5,7.7,17,63505,36692,10.2,16405,1.8,3.2,7.1,6.2,13.4,67.4,424300,23980,48,4.5,19.1,11.9,94.8,0.7,0.4,1.1,0,1,23980,89.9,1683,16781,3693,1559,0,0,0,0,0,294,417048,272369,10.43513718,D
Saguache County,Colorado,2530,2.46,80.8,25.5,11.7,90.8,12.7,33.7,18.3,32457,21356,22.6,3925,1.7,1.5,1.2,0.1,0.1,72.2,146600,6255,50.9,5.7,23,18.3,90.2,0,1,1.3,0,3.9,6255,57.5,125,932,591,106,0,0,0,0,0,0,23881,2705,2.016369601,D
San Juan County,Colorado,284,1.94,95.4,28.4,7.5,86.4,0.5,5.7,12.5,41250,29427,3.8,741,6.2,4.5,0,6.6,10,69,224100,552,47.3,4.9,10.1,17,96.7,0,0.5,0,0,0,552,75.9,69,249,129,0,0,0,0,0,0,0,9471,10962,1.790895917,D
San Miguel County,Colorado,3258,2.37,93.2,55.1,5.7,80.9,7.9,11.7,19,58170,35701,11.9,6706,5.8,5.5,6.6,7.8,16.6,59.3,505600,7767,47,4.5,19.2,10.5,95.6,0.2,0.5,1.1,0,1.8,7767,87,627,5067,1739,654,0,0,0,0,0,0,115126,132366,6.230539413,D
Sedgwick County,Colorado,1012,2.3,91.2,19.8,11.4,82.9,4.8,10.2,20.6,46977,24247,14.7,1307,1.9,6.6,1.1,2.5,0.9,69.9,94700,2367,52.6,5.4,20.1,25.8,91.6,1.1,0.5,1.5,0,3.4,2367,80,72,477,174,104,0,0,0,0,0,0,26052,1388,4.39200867,R
Summit County,Colorado,9714,2.97,94.7,49.9,4.9,79.1,11.8,14.8,16.6,70192,36545,12.1,30389,2.8,5.2,10.5,11.3,25.2,67.2,496100,29269,44.8,4.6,16.7,10.4,88.2,1,0.1,0.8,0.4,1.8,29269,81.4,2251,21294,4365,1893,0,0,0,0,0,496,794432,491222,49.92947622,D
Teller County,Colorado,9762,2.39,94.4,32.6,16.4,84.8,2.9,4.5,30.8,63723,34230,7.5,12814,0.9,2,1,1,0.5,80.4,244300,23472,48.9,3.9,18.6,17.8,94.7,0.9,0.2,0.9,0,2.4,23472,89.7,718,5914,2586,661,0,0,0,0,0,134,261273,129660,43.16185206,R
Washington County,Colorado,2005,2.27,91.3,16,9.9,77.5,2.4,5,23.5,46315,25744,11.7,2435,2.3,1.3,0.9,1.6,0.2,70.3,118000,4814,48.5,4.9,22.1,20.2,96.2,0.9,0.5,0.4,0,1.3,4814,88.3,111,542,376,132,0,0,0,0,0,0,28592,1256,1.949101149,R
Weld County,Colorado,96616,2.81,87,26.8,8.1,81.3,8.7,19.2,26.5,62820,27808,12.6,100935,2,2.7,3.4,3.4,4.2,70,227100,278065,49.7,7.4,26.9,11.2,87.5,1.1,0.8,1.3,0.1,2.8,278065,66.7,5922,83654,21999,5426,46,20,118,0,252,879,3768754,405976,73.97030084,R
Yuma County,Colorado,4009,2.5,87.1,21.4,7.3,84.7,10.5,17.2,16.4,42026,23905,14.6,4444,3.1,2.3,0.3,0.8,3.1,61.9,134900,10150,51.1,8,27.1,17.9,94.8,1,0.3,0,0,1.6,10150,76.8,380,2823,993,392,0,0,0,0,0,38,109141,12473,4.272968558,R
Fairfield County,Connecticut,335209,2.75,89.9,46.4,5,87.8,21.2,29.2,29.7,86670,51719,8.8,364737,8.7,8.2,4.5,3.4,10.1,67.6,413400,941618,51.3,5.7,23.6,14.4,73.8,11.4,0.3,5.1,0,2.8,941618,63.5,27134,427361,94038,22657,328,24,1738,0,870,3859,16458800,2597309,1510.756041,D
Hartford County,Connecticut,347207,2.5,89.3,36.9,6.5,87.6,15,25.2,23,68027,36570,11.6,374672,7.9,9.6,6.6,4.7,9.7,64.1,234900,895699,51.5,5.4,21.7,15.6,72.4,13.4,0.3,4.9,0,3.4,895699,63.3,22795,456617,58805,17075,350,38,1328,0,578,2907,14132661,2338838,1213.915123,D
Litchfield County,Connecticut,74339,2.45,91.7,34,8.3,90.7,7.5,10.1,27.3,73519,38859,6.9,87450,7.4,5.6,3.9,2.4,2.7,76.7,249500,185141,50.6,4.2,19.5,18.4,93.2,1.7,0.2,1.9,0,1.6,185141,89.9,4762,52751,17224,4055,0,0,122,0,57,699,2683240,321089,198.341095,R
Middlesex County,Connecticut,66467,2.39,93.8,40.9,8.4,88.9,7.7,10.5,25.8,79837,42573,7,75277,5.8,4.5,4.7,3.7,5.3,74.5,283800,164438,51.1,4.4,19.2,17.7,88.9,5,0.1,2.9,0,2.1,164438,84.7,4208,63220,13390,3652,39,0,245,0,0,611,2588123,400233,442.2623614,D
New Haven County,Connecticut,326487,2.55,89.5,34.3,6.3,88.2,12.1,21.9,24.6,62715,33706,12.8,362497,9.7,11.2,6,4.2,9.8,62.4,244000,860874,51.8,5.3,21.1,15.6,74.9,12.9,0.2,3.9,0,2.7,860874,64.8,19597,341265,61104,16034,0,0,1404,0,422,2684,12606661,1854211,1417.489712,D
New London County,Connecticut,106170,2.44,91.6,32.4,11.3,85.8,8.3,13.3,23.2,67574,35531,9.9,121426,7.5,6.9,5.4,3.2,5.6,66.1,241500,272033,49.9,5.1,20.3,16.1,81.4,5.7,0.6,4.1,0,5,272033,76.5,5865,105998,16925,4535,0,25,369,0,51,823,4030804,2816603,405.6289331,D
Tolland County,Connecticut,54573,2.48,93.8,38.9,7.3,85.5,6.8,10.4,26.3,80129,36364,6.8,58574,4.6,6.6,6,3.1,4.5,72.7,247800,151689,50,4.1,18.6,13.9,89.1,3,0,4.2,0,2.4,151689,85.9,2458,28239,9435,2047,0,0,112,0,0,292,1468146,259929,368.2903937,D
Windham County,Connecticut,44261,2.52,88.1,23.9,8.9,85.9,5.3,13,26.2,60689,28663,11.2,49165,8.4,7.2,5.9,2.2,2.4,69.9,196900,117078,50.4,5.1,20.7,14.6,89.8,2.3,0.6,1.3,0,3.3,117078,83.8,2057,30696,6778,1558,0,0,0,0,0,219,1436044,203298,226.5496188,R
Kent County,Delaware,62140,2.68,86.9,23.1,14.4,85.2,5.8,9.6,26.5,55184,26118,13.2,68106,1.1,1.9,2.6,4.5,2.8,69.3,199800,171474,51.8,6.4,23.6,15.5,67,24.6,0.7,2,0.1,4.2,171474,63.3,3422,53196,10088,3150,89,0,313,0,46,473,3059685,476295,298.1757565,R
New Castle County,Delaware,202524,2.64,90.5,35.4,7.2,86.4,10.6,14.6,25.5,66283,33240,11.4,220459,2.1,2.9,4.3,7.8,5.8,68.7,244300,551997,51.6,6,22.2,13.8,65.1,24.4,0.2,5.2,0,2.6,551997,59.2,16056,272403,36809,12788,354,37,1215,0,318,2053,10672353,1360556,1306.504909,D
Sussex County,Delaware,83387,2.5,86.2,23.9,11.5,88.7,6.7,10.2,25.3,54218,29630,12.9,129362,1.1,1.7,3.4,2.5,2.9,77.7,231600,211224,51.5,5.5,19.6,24.2,81.8,12.5,0.5,1.1,0.1,2.2,211224,74.8,5601,66704,16224,4502,74,0,193,0,109,631,3935867,717543,235.2876326,R
District of Columbia,District of Columbia,276546,2.24,90,55.4,5.1,79.8,14,17.4,29.9,72935,48781,17.9,306711,3.2,7.4,6.7,11.1,34.6,40.7,506100,659009,52.6,6.4,17.4,11.4,40.4,48.3,0.3,3.6,0,2.8,659009,35.8,23177,526879,59398,14977,1596,37,1719,0,594,2932,5533913,6739810,11140.22805,D
Alachua County,Florida,96336,2.49,92.5,41.5,7.5,76.3,10.1,13.3,21,44702,25758,24.2,114195,2.6,6.1,8,8.4,10.3,53.7,165700,256581,51.7,5.5,18,12.4,69.6,19.9,0.3,5.8,0.2,3.2,256581,62.5,6114,93371,17973,5188,0,0,302,0,208,0,3726690,682227,301.1197863,D
Baker County,Florida,8270,2.99,82.1,12.8,10.2,85.3,1.5,3.4,29.8,53327,21222,18.5,9615,1.1,0.2,1.2,0.4,0.2,79.3,108600,27312,47.7,6.2,24.5,12.9,83.6,13.9,0.3,0.7,0,0.8,27312,82.1,383,5728,1259,368,0,0,0,0,0,0,283503,31617,47.7367784,R
Bay County,Florida,67939,2.59,88.7,22.5,16.3,79.9,5.5,6.8,22.9,48577,25695,15.6,100405,2.7,4.3,4.8,4.6,15.2,61.7,162500,178361,50.3,6.3,21.6,16.1,82.1,10.8,0.7,2.3,0.1,3.5,178361,77.7,4627,61535,13923,3573,0,0,250,0,142,587,3219279,757414,242.562591,R
Bradford County,Florida,8704,2.71,76.8,11.8,12.2,85.9,2.3,3.3,32.5,43373,19852,19.3,10901,0.6,1.5,3.1,1.1,2,72.8,92000,26919,44.7,5.5,19.9,17.5,78.1,19.4,0.1,0.6,0,1.6,26919,74.8,430,4240,1204,338,0,0,0,0,0,0,343349,34503,91.59635279,R
Brevard County,Florida,224373,2.47,91.2,27.7,14.4,85.2,8.6,10.4,24.2,49914,28189,14,272437,1.9,3.3,5.2,4.9,7.5,71.7,150500,560683,51.1,4.8,18.8,22.5,83.1,10.2,0.3,2.4,0.1,2.7,560683,75.8,13927,176190,41969,11600,269,20,828,0,0,2274,7884446,1343241,570.3511046,R
Broward County,Florida,672988,2.74,88.3,31,5.6,83.5,32.7,39.5,28,52954,28987,14.4,816886,2.6,4.4,5.8,7.3,27.5,62.8,202300,1863780,51.4,5.8,21.6,15.4,61.9,28.2,0.2,3.5,0.1,3,1863780,39.2,60204,693194,252396,52944,2259,99,3082,62,7932,11457,35031297,6473067,1582.188372,D
Calhoun County,Florida,4555,2.75,76.9,10.5,10.4,85.9,3.6,7,28.2,37089,16560,13.1,5927,1.3,0.8,0.6,0,0.1,82.7,80300,14550,45.5,4.9,21.2,17.6,80.5,13.3,0.9,0.6,0,2.7,14550,77.2,184,1782,765,209,0,0,0,0,0,0,72096,0,25.4223978,R
Charlotte County,Florida,73299,2.27,89.4,21.6,15.5,83.6,10.2,10.1,24,44865,27860,12.4,101532,2.2,4,4.4,4.1,5.3,78.1,154400,169642,51.3,3.2,13.1,37.6,90.1,5.7,0.2,1.2,0.1,2,169642,84.6,3883,37640,12658,3589,0,0,90,0,0,676,2757181,336548,262.0152457,R
Citrus County,Florida,61350,2.25,86.7,17.8,16.6,85.5,5.4,5.8,25.5,39054,24188,17.7,77760,1.5,1.4,0.8,1,1.2,81.8,114300,140453,51.7,3.8,15,35.1,93.3,3,0.3,1.6,0,1.4,140453,88.9,2732,29803,8987,2619,0,0,179,0,50,475,1863963,175346,246.816279,R
Clay County,Florida,70527,2.82,90.8,23.9,17.1,82.8,7.1,10.1,33.4,59179,27159,10.2,77490,0.4,3.1,4.2,2.2,2.2,74.8,157600,200346,50.8,5.6,24.3,14.2,81.7,9.9,0.2,3,0.1,3.9,200346,74.9,3806,40089,13002,3259,0,0,236,0,115,667,2097116,310622,344.4250532,R
Collier County,Florida,133331,2.58,85.7,33.9,10,83.8,23.8,32.4,24.2,59783,39616,13.2,203899,3.4,7.2,10.1,10.4,17.4,72,291900,348236,50.9,4.8,18.2,29.6,87.9,7,0.3,1.3,0,1.1,348236,64.2,11698,124868,38119,10546,113,25,246,0,1043,2171,7302938,1957766,182.6803115,R
Columbia County,Florida,23911,2.65,86.2,15.9,14.6,80.6,3.6,7.2,24.1,42848,21875,19.4,28338,2.3,1.8,1.7,2.3,1.1,72.2,105100,68198,48.2,6,21.9,17.2,77.3,17.8,0.2,0.9,0.1,2.9,68198,73.3,1320,19130,3917,1061,0,0,0,0,37,0,823824,150419,86.89056192,R
DeSoto County,Florida,11419,2.75,70.5,10,7.9,84.8,17.5,30.1,25.2,35513,16710,29.9,14724,2,1.9,6.4,1.1,0.8,68.6,82300,35134,43.3,5.7,20.7,19.4,82.7,13.1,0.3,0.2,0.1,1.3,35134,55,466,5491,1563,467,0,0,0,0,0,0,282621,32968,56.19563906,R
Dixie County,Florida,6221,2.34,77.8,6.4,12.2,85.5,2.8,4.1,27.6,34634,18490,21.5,9168,1,0.4,0.8,0.6,0.3,77.4,69600,16084,45.4,4.9,18.7,21.7,87.6,7.6,0.4,0.4,0.2,3,16084,85,179,1533,780,148,0,0,0,0,0,46,73691,0,23.11713988,R
Duval County,Florida,341906,2.58,88.9,28.1,12.2,80.5,9.7,13.5,24.2,49196,27235,16.6,396150,2,4.3,5.8,8.5,9.1,58.2,146400,900890,51.6,6.8,22.9,12.7,61.2,29.4,0.2,4.4,0.1,3.5,900890,54.7,25219,434531,67845,20265,871,0,1447,0,817,4045,17312745,2773098,1214.546186,R
Escambia County,Florida,115984,2.5,89.9,24.9,14.7,81.2,4.7,6.9,21.9,46117,24532,14.7,138693,3.5,4.2,4.5,3.5,7.4,60.3,121800,309574,50.3,6.1,21,15.8,68.6,21.7,0.4,2.9,0,4.8,309574,65.2,6813,104620,21040,5226,148,42,242,0,96,971,4534506,805788,479.8182525,R
Flagler County,Florida,38150,2.68,91.1,23.3,13.4,89.3,11.8,14.9,26.2,48898,25314,13.2,49657,1,1.1,0.8,2.1,6.1,76.9,174700,102917,52,4.2,18.2,28.3,81.8,10.9,0.1,2.4,0,2.2,102917,75,2071,17869,8941,1871,23,0,0,0,0,373,1087361,250785,223.1026449,R
Franklin County,Florida,4250,2.33,79.6,16.7,10.4,81.6,3.2,5.7,20.2,40301,21515,20.7,8580,2.4,1.7,5.9,0.3,0.4,72.7,124500,11705,43,4.6,16.5,19.9,82.2,14.4,0.6,0.3,0.7,1.4,11705,78.3,313,2265,1300,184,0,0,0,0,0,21,100915,43579,21.83089211,R
Gadsden County,Florida,16885,2.5,78.8,17.5,10.3,87.3,5.2,10.5,29.3,38533,18187,25.6,19411,1.1,3,2.4,0.2,0.6,71.1,105100,46153,52.6,6.1,22.3,15.3,40.9,55.7,0.1,0.5,0,1.4,46153,32.9,664,8956,2980,467,0,0,0,0,0,0,386208,46068,89.10827952,D
Gilchrist County,Florida,6254,2.52,82.7,12.3,12.9,86.6,2.9,4.4,31.3,40881,21620,23.8,7241,0.1,0.8,0.8,0,0.1,82.4,94400,17033,47.4,5.2,20.7,19.6,91.9,6.2,0.2,0.1,0,1.3,17033,87.3,229,1682,945,156,0,0,0,0,0,0,51797,20054,49.22005268,R
